Security Code,Security Id,Security Name,Status,Group
532971,SASKENBBPH,SASKEN COMM*,Delisted,B 
532972,SANKHYAIN,Sankhya Infotech Ltd,Suspended,XT
532973,GOLDIAMBBPH,GOLDIAM INT*,Delisted,B 
532974,BIRLAMONEY,Aditya Birla Money Ltd-$,Active,B 
532975,TELOGICA,Telogica Ltd,Active,X 
532976,JAIBALAJI,Jai Balaji Industries Ltd,Active,A 
532977,BAJAJ-AUTO,Bajaj Auto Ltd,Active,A 
532978,BAJAJFINSV,Bajaj Finserv Ltd,Active,A 
532979,PIRPHYTO,Piramal Phytocare Ltd,Delisted,B 
532980,GOKUL,Gokul Refoils & Solvent Ltd,Active,B 
532981,ANULABS,Anus Laboratories Ltd,Delisted,Z 
532982,SRFLBBPH,SRF LIMITED*,Delisted,B 
532983,RPGLIFE,RPG Life Sciences Ltd,Active,B 
532984,ENSOSECUT,Enso Secutrack Ltd-$,Delisted,X 
532985,SENSEX1,Kotak S&P BSE Sensex ETF,Active,A 
532986,NIRAJ,Niraj Cement Structurals Ltd,Active,B 
532987,RBL,Rane Brake Lining Ltd,Suspended,B 
532988,RANEENGINE,Rane Engine Valve Ltd,Suspended,B 
532989,BAFNAPH,Bafna Pharmaceuticals Ltd,Active,T 
532990,METKORE,Metkore Alloys & Industries Ltd,Suspended,Z 
532991,MVL,MVL Ltd,Delisted,Z 
532992,CHLLTD,CHL Ltd,Active,X 
532993,SEJALLTD,Sejal Glass Ltd,Active,B 
532994,ARCHIDPLY,Archidply Industries Ltd,Active,B 
532995,AVONCORP,Avon Corporation Ltd,Delisted,Z 
532996,FIRSTWIN,First Winner Industries Ltd,Delisted,Z 
532997,KSK,KSK Energy Ventures Ltd,Suspended,Z 
532998,LOTUSEYE,Lotus Eye Hospital And Institute Ltd,Active,B 
532999,NEXTGENT,Nextgen Animation Mediaa Ltd,Delisted,XT
533000,ANGAUTOBBPH,ANG AUTO*,Delisted,B 
533001,SOMICONVEY,Somi Conveyor Beltings Ltd,Active,B 
533003,DWSFTS50AD,Deutsche Mutual Fund - DWS Fixed Term Series 50 - Plan A - Dividend option,Delisted,B 
533005,DWSFTS50BD,Deutsche Mutual Fund - DWS Fixed Term Series 50 - Plan B - Dividend option,Delisted,B 
533006,BIRLACOT,Birla Cotsyn (India) Ltd,Suspended,Z 
533007,LGBFORGE,LGB Forge Ltd,Active,X 
533008,OISL,OCL Iron and Steel Ltd,Delisted,Z 
533009,GDLBBPH,GATEWAYDIST*,Delisted,B 
533010,OCTAVINV,Octav Investments Ltd,Delisted,B 
533011,CORAL-HUB,Coral Hub Ltd,Delisted,T 
533012,LPDC,Landmark Property Development Company Ltd,Active,B 
533013,GUJFLUOBBPH,GUJARAT FLU*,Delisted,B 
533014,SICAGEN,Sicagen India Ltd,Active,X 
533015,NUTEK,Nu Tek India Ltd,Suspended,Z 
533016,AUSTRAL,Austral Coke & Projects Ltd,Delisted,XT
533017,RMMIL,Resurgere Mines & Minerals India Ltd,Suspended,Z 
533018,SIMPLXMIL,Simplex Mills Company Ltd,Active,X 
533019,SIMPLXPAP,Simplex Papers Ltd,Active,X 
533020,RAINBBPH,RAIN COMMOD*,Delisted,B 
533021,SURANABBPH,SURANA TELE*,Delisted,B 
533022,20MICRONS,20 Microns Ltd,Active,B 
533023,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Active,A 
533024,VALIANTBBPH,VALIANT COM*,Delisted,B 
533025,HEGBBPH,HEG LIMITED*,Delisted,B 
533026,CHEMCEL,Chemcel Bio-Tech Ltd,Delisted,XT
533027,DLFBBPH,DLF LIMITED*,Delisted,B 
533028,RSYSBBPH,RSYSTEM INT*,Delisted,B 
533029,ALKALI,Alkali Metals Ltd,Active,B 
533030,MAESTROBBPH,MAESTROBBPH,Delisted,P 
533031,FDCBBPH,FDC LIMITED*,Delisted,B 
533032,IPCALABBBPH,IPCALABBBPH,Delisted,P 
533033,ISGEC,ISGEC Heavy Engineering Ltd,Active,A 
533034,GODRJCPBBPH,GODREJ CONS*,Delisted,B 
533035,ALEMBICBBPH,ALEMBICBBPH,Delisted,P 
533036,MONNETBBPH,MONNE ISPAT*,Delisted,B 
533037,SUPREMEBBPH,SUPREM IND*,Delisted,B 
533038,JINDPOLBBPH,JINDAL POLY*,Delisted,B 
533039,EIDPARYBBPH,EID PARRY*,Delisted,B 
533040,BOSCHBBPH,BOSCHBBPH,Delisted,P 
533041,IIFLBBPH,IIFLBBPH,Delisted,P 
533042,SPRMPETBBPH,SPRMPETBBPH,Delisted,P 
533043,NBVENTRBBPH,NAVBHAR VEN*,Delisted,B 
533044,SELANBBPH,SELANBBPH,Delisted,P 
533045,HOVBBPH,HOVBBPH,Delisted,P 
533046,AUSTENGBBPH,AUSTENGBBPH,Delisted,P 
533047,IMFA,Indian Metals & Ferro Alloys Ltd,Active,B 
533048,TPHQ,Teamo Productions HQ Ltd,Active,B 
533049,MANGALCBBPH,MANGALAMCEM*,Delisted,B 
533050,GSSAMERBBPH,GSS AMERICA*,Delisted,B 
533051,HYDROSBBPH,HYDROSBBPH,Delisted,P 
533052,TTKHEBBPH,TTKHEBBPH,Delisted,P 
533053,LKPFINBBPH,LKP FIN*,Delisted,B 
533054,KLBRENGBBPH,KLBRENGBBPH,Delisted,P 
533055,EDSERV,Edserv Softsystems Ltd,Delisted,XT
533056,VEDAVAAG,VEDAVAAG Systems Ltd,Active,X 
533057,TVTNBBPH,TV TODAY*,Delisted,B 
533058,ZENTECBBPH,ZENTECBBPH,Delisted,P 
533059,BRANDHOUSE,Brandhouse Retails Ltd,Delisted,Z 
533060,SANDESHBBPH,SANDESHBBPH,Delisted,P 
533061,APLOTYRBBPH,APLOTYRBBPH,Delisted,P 
533062,GITNJLIBBPH,GITNJLIBBPH,Delisted,P 
533065,REISIXTEN,REI Six Ten Retail Ltd,Delisted,XT
533066,IBVENBBPH,IBVENBBPH,Delisted,P 
533067,PENARINBBPH,PENARINBBPH,Delisted,P 
533068,ARROWTEX,Arrow Textiles Ltd,Delisted,B 
533069,AVANTELBBPH,AVANTEL LTD*,Delisted,B 
533070,DAICHIBBPH,DAICHIBBPH,Delisted,P 
533071,GODRJBBPH,GODREJ IND*,Delisted,B 
533078,MANJEERA,Manjeera Constructions Ltd,Suspended,Z 
533079,SANDPLAST,Sand Plast (India) Ltd,Suspended,Z 
533080,MOLDTKPAC,Mold-Tek Packaging Ltd,Active,B 
533081,MERCKBBPH,MERCKBBPH,Delisted,B 
533082,AROGRANBBPH,AROGRANBBPH,Delisted,P 
533083,RDEVCAB,Rishabhdev Technocable Ltd,Delisted,Z 
533084,SM1AD,Tata Smart Investment Plan- 1 Scheme A - Dividend option,Delisted,B 
533085,SM1AG,Tata Smart Investment Plan- 1 Scheme A - Growth option,Delisted,B 
533086,SM1BD,Tata Smart Investment Plan- 1 Scheme B - Dividend option,Delisted,B 
533087,SM1BG,Tata Smart Investment Plan- 1 Scheme B - Growth option,Delisted,B 
533088,MHRIL,Mahindra Holidays & Resorts India Ltd,Active,B 
533089,TELEDATAIT,Teledata Technology Solutions Ltd,Delisted,T 
533090,EXCEL,Excel Realty N Infra Ltd,Active,B 
533091,DCHLBBPH,DCHLBBPH,Delisted,P 
533092,AEGISLOBBPH,AEGISLOBBPH,Delisted,P 
533093,ROML,Raj Oil Mills Ltd,Active,B 
533094,JINDLPOBBPH,JINDLPOBBPH,Delisted,P 
533095,BENGALASM,Bengal & Assam Company Ltd,Active,B 
533096,ADANIPOWER,Adani Power Ltd,Active,A 
533097,SOFTSOLBBPH,SOFTSOLBBPH,Delisted,P 
533098,NHPC,NHPC Ltd,Active,A 
533099,PROVOGUBBPH,PROVOGUBBPH,Delisted,P 
533100,PEIL,Premier Energy and Infrastructure Ltd,Active,XT
533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,Active,X 
533102,SRFBBPH,SRFBBPH,Delisted,P 
533103,JINDCOT,Jindal Cotex Ltd,Delisted,Z 
533104,GLOBUSSPR,Globus Spirits Ltd,Active,B 
533106,OIL,Oil India Ltd,Active,A 
533107,SWANDEF,Swan Defence And Heavy Industries Ltd,Active,T 
533108,BTTL,Bhilwara Technical Textiles Ltd,Active,X 
533109,EUROMULTI,Euro Multivision Ltd,Suspended,Z 
533110,SPSL,Shree Precoated Steels Ltd,Active,X 
533120,BHAGYINBBPH,BHAGYINBBPH,Delisted,P 
533121,EXPLEOSOL,Expleo Solutions Ltd,Active,B 
533122,RTNPOWER,RattanIndia Power Ltd,Active,A 
533124,GOLDIMBBPH,GOLDIMBBPH,Delisted,P 
533130,PODDARBBPH,PODDARBBPH,Delisted,P 
533137,DEN,Den Networks Ltd,Active,B 
533138,ASTEC,Astec Lifesciences Ltd,Active,B 
533143,RBN,Reliance Broadcast Network Ltd,Delisted,B 
533144,COX&KINGS,Cox & Kings Ltd,Delisted,Z 
533145,APCOTEXBBPH,APCOTEXBBPH,Delisted,P 
533146,DLINKINDIA,D-Link (India) Ltd,Active,B 
533147,BRITBRBBPH,BRITBRBBPH,Delisted,P 
533148,JSWENERGY,JSW Energy Ltd,Active,A 
533149,YUNIKM,Yunik Managing Advisors Ltd,Active,X 
533150,GODREJPROP,Godrej Properties Ltd,Active,A 
533151,DBCORP,D. B. Corp Ltd,Active,B 
533152,MBLINFRA,MBL Infrastructure Ltd,Active,B 
533153,FDCLTDBBPH,FDCLTDBBPH,Delisted,P 
533154,INFINITE,Infinite Computer Solutions (India) Ltd,Delisted,B 
533155,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A 
533156,VASCONEQ,Vascon Engineers Ltd,Active,B 
533157,SYNCOM,Syncom Healthcare Ltd,Delisted,Z 
533158,THANGAMAYL,Thangamayil Jewellery Ltd,Active,A 
533159,AQUA,Aqua Logistics Ltd,Delisted,X 
533160,DBREALTY,Valor Estate Ltd,Active,A 
533161,EMMBI,Emmbi Industries Ltd,Active,B 
533162,HATHWAY,Hathway Cable & Datacom Ltd,Active,B 
533163,ARSSINFRA,ARSS Infrastructure Projects Ltd,Suspended,T 
533164,TEXMOPIPES,Texmo Pipes and Products Ltd,Active,B 
533165,TIPSBBPH,TIPSBBPH,Delisted,P 
533166,SUNDARAM,Sundaram Multi Pap Ltd,Active,B 
533167,COROENGG,Coromandel Engineering Company Ltd,Active,XT
533168,ROSSELLIND,Rossell India Ltd,Active,B 
533169,MANINFRA,Man Infraconstruction Ltd,Active,A 
533170,TAMBOLIIN,Tamboli Industries Ltd,Active,X 
533171,UNITEDBNK,United Bank of India,Delisted,B 
533176,DQE,DQ Entertainment (International) Ltd,Suspended,Z 
533177,IL&FSTRANS,IL&FS Transportation Networks Ltd,Active,Z 
533178,PRADIP,Pradip Overseas Ltd,Delisted,B 
533179,PERSISTENT,Persistent Systems Ltd,Active,A 
533180,SGJHL,Shree Ganesh Jewellery House (I) Ltd,Delisted,Z 
533181,ISFT,Intrasoft Technologies Ltd,Active,B 
533189,GOENKA,Goenka Diamond & Jewels Ltd,Suspended,Z 
533192,KCPSUGIND,KCP Sugar & Industries Corporation Ltd,Active,B 
533193,KECL,Kirloskar Electric Company Ltd,Active,B 
533200,TALWALKARS,Talwalkars Better Value Fitness Ltd,Suspended,Z 
533201,MNAKSIABBPH,MNAKSIABBPH,Delisted,P 
533202,SATCH,Satchmo Holdings Ltd,Active,X 
533203,TARAPUR,Tarapur Transformers Ltd,Active,B 
533204,GBGLOBAL,GB Global Ltd,Suspended,T 
533205,GEODLTDBBPH,GEODLTDBBPH,Delisted,P 
533206,SJVN,SJVN Ltd,Active,A 
533207,JPINFRATEC,Jaypee Infratech Ltd,Delisted,T 
533208,EMAMIPAP,Emami Paper Mills Ltd,Active,B 
533209,SAMRUDDHI,Samruddhi Cement Ltd,Delisted,B 
533210,KRITINUT,Kriti Nutrients Ltd,Active,B 
533211,PARABDRUGS,Parabolic Drugs Ltd,Delisted,Z 
533212,GKB,GKB Ophthalmics Ltd,Active,X 
533213,FRONTSEC,Frontline Securities Ltd,Delisted,X 
533214,PANACEABBPH,PANACEABBPH,Delisted,P 
533216,TECHNOFAB,Technofab Engineering Ltd,Suspended,Z 
533217,HMVL,Hindustan Media Ventures Ltd,Active,B 
533218,EMAMIREAL,Emami Realty Ltd,Active,B 
533219,SHRIASTER,Shri Aster Silicates Ltd,Delisted,Z 
533220,MIDFIELD,Midfield Industries Ltd,Delisted,XT
533221,AHLWEST,Asian Hotels (West) Ltd,Suspended,Z 
533226,HULTDBBPH,HULTDBBPH,Delisted,P 
533227,AHLEAST,Asian Hotels (East) Ltd,Active,B 
533228,BHARATFIN,Bharat Financial Inclusion Ltd,Delisted,B 
533229,BAJAJCON,Bajaj Consumer Care Ltd,Active,B 
533239,PRAKASHSTL,Prakash Steelage Ltd,Active,T 
533240,CNSDSECBBPH,CNSDSECBBPH,Delisted,P 
533248,GPPL,Gujarat Pipavav Port Ltd,Active,A 
533252,WELINV,Welspun Investments and Commercials Ltd,Active,B 
533256,HIRAFERRO,Hira Ferro Alloys Ltd,Delisted,B 
533257,WAAREEINDO,Indosolar Ltd,Active,T 
533258,TIRUPATIINK,Tirupati Inks Ltd,Delisted,Z 
533259,SASTASUNDR,Sastasundar Ventures Ltd,Active,B 
533260,CPCAP,CP Capital Ltd,Active,B 
533261,EROSMEDIA,Eros International Media Ltd,Suspended,Z 
533262,RAMKY,Ramky Infrastructure Ltd,Active,B 
533263,GREENPOWER,Orient Green Power Company Ltd,Active,B 
533264,ESL,Electrosteel Steels Ltd,Delisted,T 
533265,GALLISPAT,Gallantt Ispat Ltd,Delisted,B 
533266,TECPRO,Tecpro Systems Ltd,Delisted,Z 
533267,CANTABIL,Cantabil Retail India Ltd,Active,B 
533268,SEATV,Sea TV Network Ltd,Active,X 
533269,WABAG,VA Tech Wabag Ltd,Active,A 
533270,BEDMUTHA,Bedmutha Industries Ltd,Active,B 
533271,ASHOKA,Ashoka Buildcon Ltd,Active,A 
533272,JWL,Jupiter Wagons Ltd,Active,A 
533273,OBEROIRLTY,Oberoi Realty Ltd,Active,A 
533274,PRESTIGE,Prestige Estates Projects Ltd,Active,A 
533275,SHAH,Shah Metacorp Ltd,Active,B 
533276,BSLIMITED,BS Ltd,Delisted,Z 
533277,CRISILBBPH,CRISILBBPH,Delisted,P 
533278,COALINDIA,Coal India Ltd,Active,A 
533281,TECHNO,Techno Electric & Engineering Company Ltd,Delisted,B 
533282,GRAVITA,Gravita India Ltd,Active,A 
533283,SASKENBBPH,SASKENBBPH,Delisted,P 
533284,RPPINFRA,R P P Infra Projects Ltd,Active,B 
533285,RDBIPL,RDB Infrastructure And Power Ltd,Active,X 
533286,MOIL,Moil Ltd,Active,A 
533287,ZEELEARN,Zee Learn Ltd,Active,B 
533288,CLARIS,Claris Lifesciences Ltd,Delisted,B 
533289,KTIL,Kesar Terminals & Infrastructure Ltd,Active,X 
533292,A2ZINFRA,A2Z Infra Engineering Ltd,Active,B 
533293,KIRLOSENG,Kirloskar Oil Engines Ltd,Active,A 
533294,RKDL,Ravi Kumar Distilleries Ltd,Active,B 
533295,PSB,Punjab & Sind Bank,Active,B 
533296,FMNL,Future Market Networks Ltd,Active,B 
533297,KBIL,Kirloskar Brothers Investments Ltd,Delisted,B 
533298,SURANASOL,Surana Solar Ltd,Active,B 
533301,SHEKHAWATI,Shekhawati Industries Ltd,Active,B 
533302,KICL,Kalyani Investment Company Ltd,Active,B 
533303,BFINVEST,BF Investment Ltd,Active,B 
533304,CMAHENDRA,C Mahendra Exports Ltd,Delisted,Z 
533305,SRSREAL,SRS Real Infrastructure Ltd,Delisted,Z 
533306,SUMMITSEC,Summit Securities Ltd,Active,B 
533309,DALMIABHA,Dalmia Bharat Ltd,Delisted,A 
533310,MIDVAL,Midvalley Entertainment Ltd,Delisted,Z 
533313,HINCOMBBPH,HINCOMBBPH,Delisted,P 
533314,AGSINFO,AGS Infotech Ltd,Delisted,XT
533315,INOVSYNTH,Innovassynth Investments Ltd,Active,X 
533316,STEL,STEL Holdings Ltd,Active,B 
533317,OMKARCHEM,Omkar Speciality Chemicals Ltd,Active,Z 
533320,JUBLINDS,Jubilant Industries Ltd,Delisted,B 
533321,BILENERGY,Bil Energy Systems Ltd,Suspended,Z 
533326,TEXRAIL,Texmaco Rail & Engineering Ltd,Active,A 
533329,INDTERRAIN,Indian Terrain Fashions Ltd,Active,B 
533330,ACROPETAL,Acropetal Technologies Ltd,Delisted,Z 
533331,BCMLBBPH,BCMLBBPH,Delisted,P 
533332,SUDAR,Sudar Industries Ltd,Delisted,Z 
533333,FCL,Fineotex Chemical Ltd,Active,B 
533336,DHUNINV,Dhunseri Investments Ltd,Active,B 
533339,ZENTEC,ZEN Technologies Ltd,Active,A 
533343,LOVABLE,Lovable Lingerie Ltd,Active,B 
533344,PFS,PTC India Financial Services Ltd,Active,B 
533388,RELINFBBPH,RELINFBBPH,Delisted,P 
533389,SHILPI,Shilpi Cable Technologies Ltd,Delisted,Z 
533390,HEGLTDBBPH,HEGLTDBBPH,Delisted,P 
533393,TCIDEVELOP,TCI Developers Ltd,Delisted,B 
533396,ADSLBBPH,ADSLBBPH,Delisted,P 
533397,ICSILBBPH,ICSILBBPH,Delisted,P 
533398,MUTHOOTFIN,Muthoot Finance Ltd,Active,A 
533399,PARAPRINT,Paramount Printpackaging Ltd,Delisted,Z 
533400,FCONSUMER,Future Consumer Ltd,Active,Z 
533401,SERVALL,Servalakshmi Paper Ltd,Delisted,Z 
533402,INNOIND,Innoventive Industries Ltd,Delisted,Z 
533407,TRUEGREEN,True Green Bio Energy Ltd,Active,X 
533411,SANGHVIFOR,Sanghvi Forging & Engineering Ltd,Delisted,B 
533412,DRDATSONS,Dr.Datsons Labs Ltd,Delisted,X 
533427,VMS,VMS Industries Ltd,Active,X 
533444,TIMBOR,Timbor Home Ltd,Delisted,Z 
533451,KARMAENG,Karma Energy Ltd,Active,B 
533452,DELPHIFX,Delphi World Money Ltd,Active,B 
533453,PVRBBPH,PVRBBPH,Delisted,B 
533462,TELEMARINE,Teledata Marine Solutions Ltd,Delisted,T 
533469,BIRLAPAC,Birla Pacific Medspa Ltd,Delisted,Z 
533470,RUSHIL,Rushil Decor Ltd,Active,B 
533477,ENKEIWHEL,Enkei Wheels (India) Ltd,Active,X 
533482,KRIDHANINF,Kridhan Infra Ltd,Active,B 
533495,WELGLOB,Welspun Global Brands Ltd,Delisted,T 
533498,ZEEENTBBPH,ZEEENTBBPH,Delisted,P 
533499,BGLOBAL,Bharatiya Global Infomedia Ltd,Active,Z 
533506,INVENTURE,Inventure Growth & Securities Ltd,Active,B 
533519,LTF,L&T Finance Ltd,Active,A 
533520,IBULLSLTD,Indiabulls Ltd,Active,B 
533525,HEALTHTECH,HealthFore Technologies Ltd,Delisted,Z 
533540,TREEHOUSE,Tree House Education & Accessories Ltd,Active,B 
533543,BROOKS,Brooks Laboratories Ltd,Active,B 
533552,RUPA,Rupa & Company Ltd,Active,B 
533553,TDPOWERSYS,TD Power Systems Ltd,Active,A 
533562,ONMOBBBPH,ONMOBBBPH,Delisted,P 
533569,SRSLTD,SRS Ltd,Delisted,Z 
533573,APLLTD,Alembic Pharmaceuticals Ltd,Active,A 
533576,VASWANI,Vaswani Industries Ltd,Active,B 
533581,PGEL,PG Electroplast Ltd,Active,A 
533602,LESHAIND,Lesha Industries Ltd,Active,X 
533605,SETUINFRA,Setubandhan Infrastructure Ltd,Active,Z 
533608,RDBRL,RDB Rasayans Ltd,Active,X 
533617,EONBBPH,EONBBPH,Delisted,P 
533629,TIJARIA,Tijaria Polypipes Ltd,Active,B 
533632,ONELIFECAP,Onelife Capital Advisors Ltd,Active,T 
533638,FLEXITUFF,Flexituff Ventures International Ltd,Active,B 
533639,TAKSHEEL,Taksheel Solutions Ltd,Delisted,T 
533644,UEL,Ujaas Energy Ltd,Active,B 
533655,TRITURBINE,Triveni Turbine Ltd,Active,A 
533676,INDOTHAI,Indo Thai Securities Ltd,Active,B 
533699,RAINCOBBPH,RAINCOBBPH,Delisted,P 
533704,ESSARSHPNG,Essar Shipping Ltd,Active,B 
533711,GEMINIBBPH,GEMINIBBPH,Delisted,P 
533748,AVANTEBBPH,AVANTEBBPH,Delisted,P 
533758,APLAPOLLO,APL Apollo Tubes Ltd,Active,A 
533761,GPTINFRA,GPT Infraprojects Ltd,Active,B 
533790,KGNENT,KGN Enterprises Ltd,Delisted,Z 
533799,PRAJINDBBPH,PRAJINDBBPH,Delisted,P 
533809,BOROSILBBPH,BOROSILBBPH,Delisted,P 
533868,ANSALHSBBPH,ANSALHSBBPH,Delisted,P 
533888,RELBANK,Reliance Mutual Fund - Reliance Banking Exchange Traded Fund,Delisted,B 
533896,FERVENTSYN,Fervent Synergies Ltd,Active,X 
533906,AMTEKBBPH,AMTEKBBPH,Delisted,P 
533911,VALCOMBBPH,VALCOMBBPH,Delisted,P 
533941,THOMASCOTT,Thomas Scott (India) Ltd,Active,B 
533960,RELINDBBPH,RELINDBBPH,Delisted,P 
533982,TERASOFT,Tera Software Ltd,Active,B 
533983,GEECEEBBPH,GEECEEBBPH,Delisted,B 
534015,ACCELYABBPH,ACCELYABBPH,Delisted,B 
534026,KIROILBBPH,KIROILBBPH,Delisted,B 
534044,JKLAKBBPH,JKLAKBBPH,Delisted,B 
534060,PMCFIN,PMC Fincorp Ltd,Active,X 
534063,FUTSOL,Futuristic Solutions Ltd,Active,X 
534064,AIML,Alliance Integrated Metaliks Ltd,Active,X 
534076,RHIM,Rhi Magnesita India Ltd,Active,A 
534091,MCX,Multi Commodity Exchange of India Ltd,Active,A 
534109,PYXISFIN,Pyxis Finvest Ltd,Active,MT
534125,JSWISPLBBPH,JSW Ispat Special Products Ltd,Delisted,B 
534139,SCHNEIDER,Schneider Electric Infrastructure Ltd,Active,A 
534184,NAGAROIL,Nagarjuna Oil Refinery Ltd,Delisted,Z 
534190,OLPCL,Olympic Cards Ltd,Active,X 
534309,NBCC,NBCC (India) Ltd,Active,A 
534312,MTEDUCARE,MT Educare Ltd,Active,T 
534328,HEXATRADEX,Hexa Tradex Ltd,Active,B 
534338,MAXHEIGHTS,Max heights Infrastucture Ltd,Active,X 
534339,INDBULBBPH,INDBULBBPH,Delisted,P 
534369,TBZ,Tribhovandas Bhimji Zaveri Ltd,Active,B 
534392,VSSL,Vardhman Special Steels Ltd,Active,B 
534401,UPLBBPH,UPLBBPH,Delisted,B 
534422,LOOKS,Looks Health Services Ltd,Active,X 
534425,SPECIALITY,Speciality Restaurants Ltd,Active,B 
534479,LKPFINABBPH,LKPFINABBPH,Delisted,P 
534523,ALCARGOBBPH,ALCARGOBBPH,Delisted,P 
534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,B 
534535,META,String Metaverse Ltd,Active,XT
534563,MASL,Max Alert Systems Ltd,Suspended,MT
534564,ASEEMG,Aseem Global Ltd,Suspended,Z 
534567,VKSPL,VKS Projects Ltd,Delisted,XT
534597,RTNINDIA,Rattanindia Enterprises Ltd,Active,A 
534598,SAMPANN,Sampann Utpadan India Ltd,Active,B 
534600,JTLIND,JTL Industries Ltd,Active,B 
534612,AMTL,Advance Metering Technology Ltd,Active,X 
534615,NECCLTD,North Eastern Carrying Corporation Ltd,Active,B 
534618,WAAREERTL,Waaree Renewable Technologies Ltd,Active,A 
534623,JUPITERIN,Jupiter Infomedia Ltd,Active,X 
534639,VINAYAKPOL,Vinayak Polycon International Ltd,Active,XT
534656,KANORIABBPH,KANORIABBPH,Delisted,P 
534659,JOINTECAED,Jointeca Education Solutions Ltd,Active,MT
534674,DUCON,Ducon Infratechnologies Ltd,Active,B 
534675,PROZONER,Prozone Realty Ltd,Active,T 
534680,SRGHFL,SRG Housing Finance Ltd,Active,B 
534690,LAKSHVILAS,Lakshmi Vilas Bank Ltd,Delisted,B 
534691,COMCL,Comfort Commotrade Ltd,Active,X 
534707,ADITRI,Aditri Industries Ltd,Delisted,XT
534708,SHANTIGURU,Shanti Guru Industries Ltd,Active,M 
534711,CINEMAXIND,Cinemax India Ltd,Delisted,B 
534731,BITL,Bronze Infra-Tech Ltd,Delisted,Z 
534732,CASPIAN,Caspian Corporate Services Ltd,Active,X 
534733,AERPACE,Aerpace Industries Ltd,Active,XT
534734,RMCHEM,Ram Minerals and Chemicals Ltd,Delisted,Z 
534740,BCHL,Bhanot Construction & Housing Ltd,Delisted,XT
534741,VIRTUALG,Virtual Global Education Ltd,Active,X 
534742,ZUARI,Zuari Agro Chemicals Ltd,Active,B 
534743,MASTEKLBBPH,MASTEKLBBPH,Delisted,P 
534748,STEELXIND,Steel Exchange India Ltd,Active,B 
534755,TRIOMERC,Trio Mercantile & Trading Ltd,Active,X 
534756,TARAJEWELS,Tara Jewels Ltd,Delisted,Z 
534757,FOCUSIRL,Focus Industrial Resources Ltd,Delisted,Z 
534758,CIGNITITEC,Cigniti Technologies Ltd,Active,A 
534796,CDG,CDG Petchem Ltd,Active,XT
534804,CARERATING,CARE Ratings Ltd,Active,A 
534809,PCJEWELLER,PC Jeweller Ltd,Active,A 
534816,INDUSTOWER,Indus Towers Ltd,Active,A 
534839,EFPL,Eco Friendly Food Processing Park Ltd,Delisted,MT
534860,GRADBBPH,GRADBBPH,Delisted,P 
534920,COVIDH,Covidh Technologies Ltd,Active,XT
534927,EBFL,Esteem Bio Organic Food Processing Ltd,Delisted,MT
534976,VMART,V-Mart Retail Ltd,Active,A 
535063,KRBLBBPH,KRBLBBPH,Delisted,P 
535136,NIBE,NIBE Ltd,Active,B 
535141,SRDL,Sunstar Realty Development Ltd,Delisted,Z 
535142,CNEL,Channel Nine Entertainment Ltd,Delisted,MT
535204,MUKTA,Mukta Agriculture Ltd,Active,X 
535205,MYSTICELE,Mystic Electronics Ltd,Active,X 
535217,HPCBL,HPC Biosciences Ltd,Delisted,MT
535218,PANAMABBPH,PANAMABBPH,Delisted,P 
535267,COMFINCAP,Comfort Fincap Ltd,Active,X 
535276,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,Active,A 
535279,BMAL,Bothra Metals & Alloys Ltd,Active,MT
535298,SHRIDINBBPH,SHRIDINBBPH,Delisted,P 
535322,REPCOHOME,Repco Home Finance Ltd,Active,B 
535387,LAKHOTIA,Lakhotia Polyesters (India) Ltd,Active,X 
535431,GCMSECU,GCM Securities Ltd,Active,B 
535458,NIBL,NRB Industrial Bearings Ltd,Active,B 
535466,SRL,Samruddhi Realty Ltd,Suspended,M 
535467,AIFL,Ashapura Intimates Fashion Ltd,Suspended,Z 
535486,DELTALTD,Delta Leasing & Finance Ltd,Delisted,Z 
535501,IDFCEOS1RD,IDFC Equity Opportunity- Series 1- Regular Plan- Dividend,Delisted,B 
535502,IDFCEOS1DD,IDFC Equity Opportunity- Series 1- Direct Plan- Dividend,Delisted,B 
535503,RLL,Roselabs Ltd,Delisted,Z 
535514,PRIMECAPM,Prime Capital Market Ltd,Active,X 
535566,KIFS,KIFS Financial Services Ltd,Active,X 
535571,ZENTECHBBPH,ZENTECHBBPH,Delisted,P 
535585,MAHSEAMBBPH,MAHSEAMBBPH,Delisted,P 
535599,AVANTBBPH,AVANTBBPH,Delisted,P 
535600,SMSPHABBPH,SMSPHABBPH,Delisted,P 
535601,SREEL,Sreeleathers Ltd,Active,B 
535602,SHARDAMOTR,Sharda Motor Industries Ltd,Active,B 
535620,BINNYMILLS,Binny Mills Ltd,Active,XT
535621,SVGLOBAL,S V Global Mill Ltd,Active,X 
535634,HTMEDIBBPH,HTMEDIBBPH,Delisted,P 
535647,SDC,SDC Techmedia Ltd,Active,MT
535648,JUSTDIAL,Just Dial Ltd,Active,A 
535657,OONE,ObjectOne Information Systems Ltd,Active,X 
535658,PAWANSUT,Pawansut Holdings Ltd,Delisted,Z 
535667,IFINSEC,India Finsec Ltd,Active,X 
